filepath,dataset,labels
dataset/train/baseball/baseball_182.jpg,train,baseball
dataset/train/baseball/baseball_184.jpg,train,baseball
dataset/train/baseball/baseball_185.jpg,train,baseball
dataset/train/baseball/baseball_187.jpg,train,baseball
dataset/train/baseball/baseball_190.jpg,train,baseball
dataset/train/baseball/baseball_193.jpg,train,baseball
dataset/train/baseball/baseball_195.jpg,train,baseball
dataset/train/baseball/baseball_197.jpg,train,baseball
dataset/train/baseball/baseball_198.jpg,train,baseball
dataset/train/baseball/baseball_199.jpg,train,baseball
dataset/train/baseball/baseball_20.jpg,train,baseball
dataset/train/baseball/baseball_200.jpg,train,baseball
dataset/train/baseball/baseball_201.jpg,train,baseball
dataset/train/baseball/baseball_206.jpg,train,baseball
dataset/train/baseball/baseball_207.jpg,train,baseball
dataset/train/baseball/baseball_213.jpg,train,baseball
dataset/train/baseball/baseball_214.jpg,train,baseball
dataset/train/baseball/baseball_215.jpg,train,baseball
dataset/train/baseball/baseball_218.jpg,train,baseball
dataset/train/baseball/baseball_22.jpg,train,baseball
dataset/train/baseball/baseball_220.jpg,train,baseball
dataset/train/baseball/baseball_223.jpg,train,baseball
dataset/train/baseball/baseball_224.jpg,train,baseball
dataset/train/baseball/baseball_225.jpg,train,baseball
dataset/train/baseball/baseball_226.jpg,train,baseball
dataset/train/baseball/baseball_228.jpg,train,baseball
dataset/train/baseball/baseball_230.jpg,train,baseball
dataset/train/baseball/baseball_232.jpg,train,baseball
dataset/train/baseball/baseball_233.jpg,train,baseball
dataset/train/baseball/baseball_235.jpg,train,baseball
dataset/train/baseball/baseball_237.jpg,train,baseball
dataset/train/baseball/baseball_238.jpg,train,baseball
dataset/train/baseball/baseball_240.jpg,train,baseball
dataset/train/baseball/baseball_243.jpg,train,baseball
dataset/train/baseball/baseball_246.jpg,train,baseball
dataset/train/baseball/baseball_25.jpg,train,baseball
dataset/train/baseball/baseball_251.jpg,train,baseball
dataset/train/baseball/baseball_257.jpg,train,baseball
dataset/train/baseball/baseball_262.jpg,train,baseball
dataset/train/baseball/baseball_264.jpg,train,baseball
dataset/train/baseball/baseball_267.jpg,train,baseball
dataset/train/baseball/baseball_269.jpg,train,baseball
dataset/train/baseball/baseball_27.jpg,train,baseball
dataset/train/baseball/baseball_270.jpg,train,baseball
dataset/train/baseball/baseball_271.jpg,train,baseball
dataset/train/baseball/baseball_277.jpg,train,baseball
dataset/train/baseball/baseball_279.jpg,train,baseball
dataset/train/baseball/baseball_28.jpg,train,baseball
dataset/train/baseball/baseball_280.jpg,train,baseball
dataset/train/baseball/baseball_281.jpg,train,baseball
dataset/train/baseball/baseball_282.jpg,train,baseball
dataset/train/baseball/baseball_283.jpg,train,baseball
dataset/train/baseball/baseball_286.jpg,train,baseball
dataset/train/baseball/baseball_288.jpg,train,baseball
dataset/train/baseball/baseball_289.jpg,train,baseball
dataset/train/baseball/baseball_290.jpg,train,baseball
dataset/train/baseball/baseball_294.jpg,train,baseball
dataset/train/baseball/baseball_296.jpg,train,baseball
dataset/train/baseball/baseball_297.jpg,train,baseball
dataset/train/baseball/baseball_300.jpg,train,baseball
dataset/train/baseball/baseball_301.jpg,train,baseball
dataset/train/baseball/baseball_302.jpg,train,baseball
dataset/train/baseball/baseball_305.jpg,train,baseball
dataset/train/baseball/baseball_306.jpg,train,baseball
dataset/train/baseball/baseball_308.jpg,train,baseball
dataset/train/baseball/baseball_309.jpg,train,baseball
dataset/train/baseball/baseball_31.jpg,train,baseball
dataset/train/baseball/baseball_311.jpg,train,baseball
dataset/train/baseball/baseball_313.jpg,train,baseball
dataset/train/baseball/baseball_314.jpg,train,baseball
dataset/train/baseball/baseball_315.jpg,train,baseball
dataset/train/baseball/baseball_316.jpg,train,baseball
dataset/train/baseball/baseball_318.jpg,train,baseball
dataset/train/baseball/baseball_32.jpg,train,baseball
dataset/train/baseball/baseball_320.jpg,train,baseball
dataset/train/baseball/baseball_322.jpg,train,baseball
dataset/train/baseball/baseball_323.jpg,train,baseball
dataset/train/baseball/baseball_327.jpg,train,baseball
dataset/train/baseball/baseball_33.jpg,train,baseball
dataset/train/baseball/baseball_331.jpg,train,baseball
dataset/train/baseball/baseball_334.jpg,train,baseball
dataset/train/baseball/baseball_335.jpg,train,baseball
dataset/train/baseball/baseball_337.jpg,train,baseball
dataset/train/baseball/baseball_345.jpg,train,baseball
dataset/train/baseball/baseball_346.jpg,train,baseball
dataset/train/baseball/baseball_348.jpg,train,baseball
dataset/train/baseball/baseball_349.jpg,train,baseball
dataset/train/baseball/baseball_35.jpg,train,baseball
dataset/train/baseball/baseball_350.jpg,train,baseball
dataset/train/baseball/baseball_356.jpg,train,baseball
dataset/train/baseball/baseball_359.jpg,train,baseball
dataset/train/baseball/baseball_36.jpg,train,baseball
dataset/train/baseball/baseball_360.jpg,train,baseball
dataset/train/baseball/baseball_364.jpg,train,baseball
dataset/train/baseball/baseball_365.jpg,train,baseball
dataset/train/baseball/baseball_367.jpg,train,baseball
dataset/train/baseball/baseball_369.jpg,train,baseball
dataset/train/baseball/baseball_371.jpg,train,baseball
dataset/train/baseball/baseball_376.jpg,train,baseball
dataset/train/baseball/baseball_378.jpg,train,baseball
dataset/train/baseball/baseball_380.jpg,train,baseball
dataset/train/baseball/baseball_381.jpg,train,baseball
dataset/train/baseball/baseball_384.jpg,train,baseball
dataset/train/baseball/baseball_388.jpg,train,baseball
dataset/train/baseball/baseball_389.jpg,train,baseball
dataset/train/baseball/baseball_391.jpg,train,baseball
dataset/train/baseball/baseball_394.jpg,train,baseball
dataset/train/baseball/baseball_395.jpg,train,baseball
dataset/train/baseball/baseball_397.jpg,train,baseball
dataset/train/baseball/baseball_400.jpg,train,baseball
dataset/train/baseball/baseball_402.jpg,train,baseball
dataset/train/baseball/baseball_404.jpg,train,baseball
dataset/train/baseball/baseball_409.jpg,train,baseball
dataset/train/baseball/baseball_41.jpg,train,baseball
dataset/train/baseball/baseball_410.jpg,train,baseball
dataset/train/baseball/baseball_412.jpg,train,baseball
dataset/train/baseball/baseball_419.jpg,train,baseball
dataset/train/baseball/baseball_42.jpg,train,baseball
dataset/train/baseball/baseball_424.jpg,train,baseball
